Cust_No,Target,Nation,Birth_Place,Gender,Age,Marriage_State,Highest Education,House_State,Work_Years,Title,Duty,Industry,Year_Income,Couple_Year_Income,L12_Month_Pay_Amount,Couple_L12_Month_Pay_Amount,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
5944,0,1,330621,1,40,40,31,1,0,9,2,17,100000,100000,0,0,90.57,10000,600000,3,3,2,191,22,2,2,2,0,0,0,0
5945,0,1,330621,0,50,20,71,1,0,9,9,52,250000,50000,0,0,213.4,8000,520000,6,5,2,4075,8,1,3,2,2,0,4,1
5946,0,90,330621,1,29,20,71,1,0,,0,41,100000,170000,43928,0,19.02,11000,16949.76,10,10,0,0,0,0,5,5,0,0,0,0
5947,0,1,330621,1,27,20,21,1,0,,2,80,100000,0,0,0,404.51,5000,250000,13,8,2,2878,3,2,1,1,0,0,0,0
5948,0,1,330621,0,41,20,31,1,0,2,0,86,80000,120000,122517.78,0,20688.36,20000,0,4,2,0,0,0,0,0,0,0,0,0,0
5950,0,1,330621,1,55,20,71,1,0,9,0,4,100000,130000,0,0,470.29,10000,700000,2,2,1,1736,4,2,1,1,0,0,0,0
5951,0,1,330624,1,44,20,71,1,0,0,0,54,150000,300000,0,0,1732.32,20000,0,8,6,2,654,1,1,1,1,0,0,0,0
5952,0,1,330621,1,36,20,61,1,0,9,0,17,200000,100000,0,0,4.43,10000,0,2,2,1,22,1,1,0,0,0,0,0,0
5954,0,1,330621,1,42,20,71,1,68626,9,1,18,150000,200000,0,0,155.85,18000,1650000,8,8,3,6291,18,1,11,5,3,377664,36,7
5955,0,1,350322,1,39,20,21,1,0,9,0,51,600000,100000,0,0,487.37,30000,2000000,16,7,1,0,6,1,2,2,0,0,0,0
5957,0,1,330621,1,46,20,71,1,0,0,1,50,300000,300000,0,0,3222.16,20000,600000,6,5,4,6332,24,2,1,1,0,0,0,0
5958,0,1,330621,1,46,20,71,1,0,0,,50,200000,120000,0,0,2820.48,20000,100000,3,2,0,0,0,0,3,3,3,300000,6,1
5960,0,1,330621,1,35,20,61,1,0,9,2,17,150000,100000,0,0,22.81,15000,30000,2,2,0,0,0,0,1,1,0,0,0,0
5961,0,1,330621,1,41,20,61,7,68621,9,9,51,650000,100000,0,0,523.4,20000,6250000,14,8,0,0,0,0,3,3,0,0,0,0
5962,0,,330621,0,31,,90,,0,,,,0,100000,0,0,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
5963,0,1,330621,1,44,20,61,1,68618,9,9,41,200000,80000,0,0,10.16,20000,0,1,1,0,0,0,0,1,1,0,0,0,0
5964,0,90,330621,1,45,20,71,1,0,,1,17,1000000,50000,0,0,294.25,50000,0,10,5,2,14,8,1,1,1,2,2520577,24,4
5965,0,1,330623,0,39,20,21,1,68629,0,2,47,80000,150000,0,0,332.93,20000,320000,16,7,0,0,0,0,2,2,0,0,0,0
5966,0,1,330621,1,47,20,81,1,0,9,9,4,150000,30000,0,0,3288.47,10000,300000,2,2,0,0,0,0,1,1,0,0,0,0
5967,0,1,330621,0,50,20,90,1,0,9,9,52,100000,100000,0,0,2009.47,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
5969,0,1,330621,1,44,20,61,1,0,,2,1,200000,100000,0,0,4060.57,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,0,1,330621,1,50,20,90,1,0,9,9,51,200000,50000,44824.6,0,33596.54,5000,300000,7,4,0,0,0,0,1,1,0,0,0,0
5972,0,1,330621,1,48,20,81,1,0,0,0,17,300000,50000,0,0,259.27,20000,200000,0,0,0,0,0,0,3,3,0,0,0,0
5974,0,1,330602,1,41,20,61,1,68621,9,1,51,200000,50000,0,0,160070.89,10000,500000,6,4,0,0,0,0,1,1,0,0,0,0
5975,0,1,330681,0,33,20,71,1,0,0,0,,150000,50000,0,0,35418.71,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
5976,0,1,330621,1,41,20,61,1,0,0,1,,300000,50000,0,0,53.02,10000,0,10,6,4,2541,7,1,6,6,1,0,1,1
5977,0,1,330621,0,27,20,71,8,0,9,9,51,60000,70000,0,0,506.35,10000,30569.37,3,2,0,0,0,0,0,0,0,0,0,0
5978,0,1,330621,1,52,20,61,1,0,9,9,47,300000,60000,0,0,1619.18,20000,900000,1,1,2,3538,38,3,4,3,2,5133,28,1
5979,0,1,330621,1,49,20,9,1,0,9,1,,1000000,100000,0,0,6126.53,30000,500000,8,6,4,3844,9,1,1,1,1,4072,3,1
5980,0,1,330621,1,47,20,71,1,0,,0,44,80000,50000,0,0,9.87,20000,0,4,3,1,31,3,2,1,1,0,0,0,0
5982,0,1,330621,1,60,20,61,1,0,9,2,51,300000,50000,3600,0,1408.49,10000,600000,2,2,1,27,4,1,1,1,0,0,0,0
5983,0,1,430481,1,37,20,61,1,0,9,9,,100000,100000,0,0,0,10000,0,7,6,3,735,8,1,3,3,1,1317,2,1
5984,0,1,330621,1,54,99,41,1,68619,9,9,51,200000,2,0,0,164.56,10000,1000000,6,4,3,2768,36,3,2,2,0,0,0,0
5985,0,1,330621,1,35,20,21,1,0,,,17,300000,100000,0,0,3635.74,20000,0,3,2,1,0,1,1,0,0,0,0,0,0
5986,0,1,330602,1,31,20,21,1,0,,0,17,126000,0,0,0,269.55,15000,195264.42,3,2,0,0,0,0,0,0,0,0,0,0
5990,0,1,330621,1,39,99,90,1,0,,2,,100000,60000,0,0,0,5000,0,16,11,0,0,0,0,9,7,0,0,0,0
5995,0,1,330621,1,50,20,71,1,0,0,1,1,350000,50000,17100,0,172613.96,100000,600000,2,2,0,0,0,0,1,1,0,0,0,0
5996,0,1,330621,1,46,99,61,1,0,9,2,,200000,300000,0,0,588.04,10000,0,5,4,0,0,0,0,0,0,0,0,0,0
5998,0,1,330623,0,37,99,9,1,0,,0,,80000,90000,0,0,216286.38,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
5999,0,,330621,0,43,,,,0,,1,,300000,200000,0,0,223720.45,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,0,1,432831,0,40,20,61,1,0,9,9,,100000,150000,0,0,1023.43,10000,80285.2,8,6,3,49,7,1,1,1,0,0,0,0
6002,0,1,330621,1,39,20,61,1,0,9,9,,500000,200000,0,0,206.36,10000,0,1,1,0,0,0,0,1,1,1,0,1,1
6004,0,1,330621,1,54,20,71,1,0,9,2,50,300000,80000,0,0,1011.77,25000,400000,4,3,1,0,2,1,2,2,0,0,0,0
6005,0,1,330621,1,39,20,61,1,68620,9,1,17,100000,30000,0,0,0.09,20000,0,2,2,2,3548,16,2,0,0,0,0,0,0
6006,0,1,330621,1,53,20,71,1,0,9,1,17,500000,120000,0,0,688.78,10000,0,1,1,0,0,0,0,2,2,0,0,0,0
6007,0,1,452223,1,41,20,71,1,0,,0,17,80000,4,63600,0,3352.14,3000,0,2,1,0,0,0,0,0,0,0,0,0,0
6008,0,1,330621,1,34,10,21,1,68623,3,9,52,100000,60000,0,0,0,20000,0,11,9,5,13695,10,1,2,2,0,0,0,0
6011,0,90,330621,1,28,20,71,1,0,,,1,170000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,0,90,339005,1,33,20,71,1,0,,0,,80000,100000,0,0,18.99,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,0,,330602,1,54,,,,0,,2,,50000,100000,1.09,0,135.43,5000,0,3,2,1,0,1,1,0,0,0,0,0,0
6014,0,1,330621,1,49,20,71,1,0,,0,48,100000,100000,39875.4,0,829.14,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,0,,330602,0,37,,,,0,,0,,30000,100000,0,0,0,10000,0,2,1,0,0,0,0,0,0,0,0,0,0
6016,0,,330602,0,24,,,,0,,,,0,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,0,1,330621,1,27,10,21,1,0,9,9,17,180000,100000,0,0,29485.9,10000,326623.68,7,6,0,0,0,0,1,1,0,0,0,0
6018,0,90,330621,1,29,,90,,0,,0,,100000,100000,0,0,35000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,0,1,330621,1,29,99,9,1,0,9,9,17,72000,100000,0,0,0,10000,0,4,3,0,0,0,0,2,2,0,0,0,0
6020,0,,330621,1,25,,,,0,,0,,60000,100000,27895,0,1.31,10000,0,0,0,0,0,0,0,5,2,0,0,0,0
6021,0,90,330621,1,27,10,21,1,0,9,9,69,100000,100000,0,0,44.28,15000,0,6,5,4,939,9,1,1,1,0,0,0,0
6022,0,1,330621,1,41,20,71,1,68626,9,9,17,280000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,0,,330621,0,26,,,,0,,,,0,100000,0,0,3.68,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,1,1,330623,1,46,20,71,1,0,0,1,81,500000,100000,0,0,87.15,40000,0,22,7,8,8106,20,3,1,1,0,0,0,0
6025,0,,340823,1,37,,,,0,,1,,100000,100000,0,0,0.61,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6026,1,,330602,1,34,,,,0,,0,,40000,100000,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
6027,0,90,330621,1,33,20,61,1,68636,9,1,33,200000,100000,0,0,38617.3,5000,250000,7,6,0,0,0,0,2,2,2,319,1,1
6028,0,,330602,0,30,,,,0,,0,,80000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,0,1,330621,1,31,20,61,1,0,,0,,50000,100000,36231,0,30.26,8000,0,1,1,1,0,3,2,0,0,0,0,0,0
6030,0,1,330621,0,24,10,21,1,0,9,9,17,50000,100000,0,0,6.65,10000,0,3,2,0,0,0,0,1,1,0,0,0,0
6031,0,,330621,1,24,,,,0,,0,,50000,100000,0,0,1.6,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6032,1,1,330621,1,59,20,71,1,0,9,9,51,300000,100000,0,0,702.59,7000,0,3,2,4,1593,26,3,0,0,0,0,0,0
6033,0,1,330621,1,41,20,61,1,0,9,9,51,200000,100000,0,0,90.25,15000,1350000,7,5,1,14,3,1,1,1,0,0,0,0
6034,0,,330621,0,37,,,,0,,,,0,100000,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,0,1,330621,0,36,20,41,,68626,,5,,150000,100000,0,0,10910.61,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6036,0,,410482,0,32,,,,0,,0,,90000,100000,0,0,3.07,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,0,1,330621,0,32,20,81,1,0,,,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6038,0,,362528,1,32,,,,0,,9,,70000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6039,0,1,330621,1,44,20,71,,0,,0,,200000,100000,40031.28,0,343.79,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6040,0,1,352228,1,39,20,41,5,0,9,2,,300000,100000,0,0,1.4,15000,0,7,5,6,1197,12,3,1,1,1,0,8,1
6041,0,1,330621,1,47,20,71,1,0,9,0,,80000,100000,0,0,69.73,15000,0,6,6,5,1345,4,1,0,0,0,0,0,0
6042,0,,330682,1,35,,,,0,,,,0,100000,0,0,549.94,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,0,1,330621,0,49,20,81,1,0,9,1,,500000,100000,0,0,16866.53,100000,0,5,3,1,218,1,1,1,1,0,0,0,0
6044,0,1,330621,1,45,20,31,,68639,9,0,,70000,100000,80916.74,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
6045,0,1,330621,1,42,99,71,1,0,9,2,48,950000,100000,0,0,31216.16,30000,900000,4,3,2,9925,42,2,1,1,1,877,0,0
6046,0,1,330621,0,36,99,9,,68628,9,0,,30000,100000,49272.68,0,3022.32,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,0,,330602,1,29,,,,0,,,,0,100000,0,0,3855.93,8000,0,0,0,1,1,1,1,0,0,0,0,0,0
6048,0,90,330621,1,32,99,71,1,0,,2,17,75000,100000,0,0,500.66,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6049,0,1,330621,1,32,99,90,1,0,,,,0,100000,0,0,0,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
6050,0,1,522528,1,36,20,21,5,0,9,9,,1200000,100000,0,0,16.24,35000,0,26,13,2,0,2,1,7,5,0,0,0,0
6051,0,,330621,1,26,,,,0,,,,50000,100000,0,0,0.54,8000,0,1,1,0,0,0,0,0,0,0,0,0,0
6052,0,,339005,0,25,,,,0,,,,400000,100000,0,0,210.6,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,0,1,330625,0,54,99,71,1,0,,9,52,100000,100000,20687.6,0,1671.25,15000,0,4,3,0,0,0,0,0,0,0,0,0,0
6054,0,,330621,0,28,,,,0,,2,,30000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6055,0,1,330621,0,31,99,90,1,0,,,,0,100000,0,0,21496.09,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6056,0,,330622,0,42,,,,0,,0,,100000,100000,0,0,419.82,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6057,0,,330602,0,24,,,,0,,,,0,100000,25504.14,0,0.03,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
6058,0,,330621,1,45,2,,,0,,1,,150000,100000,0,0,1667.78,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6059,0,1,330621,1,30,10,21,1,0,9,9,51,200000,100000,0,0,3.85,25000,0,8,6,0,0,0,0,3,3,0,0,0,0
6060,0,90,341282,0,24,,90,,0,,0,,60000,100000,0,0,0.1,10000,0,3,2,0,0,0,0,2,2,0,0,0,0
6061,0,1,330621,0,28,99,90,1,0,,,,3,100000,0,0,0,7000,0,18,11,2,200,2,1,1,1,0,0,0,0
6062,0,1,330621,1,23,99,9,1,0,,0,,50000,100000,0,0,3.43,3000,0,1,1,0,0,0,0,0,0,0,0,0,0
6063,0,90,330621,0,30,20,71,1,0,,,1,190000,100000,6466,0,1012.02,10000,0,2,1,1,267,4,1,0,0,0,0,0,0
6064,0,1,330106,1,51,20,31,1,68625,1,1,,8000,100000,0,0,60.33,5000,0,14,7,0,0,0,0,2,2,2,3716,3,1
6065,0,,232602,1,41,,,,0,,2,,240000,100000,0,0,103.2,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6066,0,1,330621,1,44,20,21,1,68626,,1,52,2000000,100000,0,0,0,20000,0,5,3,2,671,1,1,4,3,0,0,0,0
6067,0,,330602,0,30,,,,0,,,,0,100000,21561,0,214.99,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6068,0,,330621,1,43,,,,0,,,,0,100000,0,0,22.22,3000,100000,0,0,0,0,0,0,0,0,0,0,0,0
6069,0,90,330621,0,23,10,71,1,0,,0,26,60000,100000,8524,0,0.12,5000,0,19,9,9,1587,8,2,4,4,0,0,0,0
6070,0,1,330621,0,23,10,41,1,0,9,9,1,150000,100000,0,0,290.91,9000,19817.04,2,2,0,0,0,0,2,2,0,0,0,0
6071,0,,330621,1,21,,,,0,,0,,50000,100000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
6072,0,1,330621,0,40,20,31,,68625,9,0,,50000,100000,0,0,537.82,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,0,1,330621,0,29,99,9,1,0,,,,70000,100000,0,0,105.25,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,0,1,330621,0,28,99,90,1,0,,0,,80000,100000,2561.6,0,1.11,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,0,1,330621,1,54,20,71,1,0,9,0,54,69000,100000,0,0,110.17,5000,100000,7,5,0,0,0,0,1,1,1,2382,1,1
6076,0,,330602,1,67,,,,0,,,,50000,100000,24932,0,7.27,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,0,1,330621,0,29,99,90,1,0,,1,,70000,100000,3539.5,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
6078,0,1,330621,0,36,20,71,,0,,0,,40000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,0,,330602,0,25,,,,0,,0,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,0,1,330621,1,42,40,31,1,68620,9,1,,300000,100000,0,0,5398.8,30000,400000,7,4,3,2625,4,1,2,2,0,0,0,0
6081,0,,330621,1,25,,,,0,,0,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6082,0,,330621,1,35,,,,0,,1,,300000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6083,0,,330621,1,57,,,,0,,1,,350000,100000,500,0,42924.46,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,0,1,522228,1,40,99,90,8,0,9,9,,200000,100000,0,0,184.51,10000,0,18,10,3,23,5,1,3,2,0,0,0,0
6085,0,1,330621,1,52,30,61,1,0,0,9,41,200000,100000,0,0,2463.49,5000,100000,3,2,1,426,2,1,2,2,1,2164,2,1
6086,0,,330621,0,33,,,,0,,0,,100000,100000,0,0,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
6087,0,1,330621,1,33,99,90,1,0,,,,80000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6088,0,1,330621,1,47,20,71,1,0,0,1,17,250000,100000,0,0,5284.88,20000,900000,2,2,2,1315,24,1,1,1,0,0,0,0
6089,0,1,330725,1,35,20,21,1,0,9,9,18,200000,100000,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,0,1,330381,1,35,20,71,1,0,,1,17,500000,100000,0,0,8745.34,20000,460313.49,17,8,2,226,2,1,2,2,0,0,0,0
6091,0,,330621,1,24,,,,0,,0,,100000,100000,0,0,0,5000,0,9,1,0,0,0,0,0,0,0,0,0,0
6092,0,1,330621,1,30,99,31,1,0,,2,,100000,100000,0,0,298.76,15000,0,4,3,0,0,0,0,1,1,0,0,0,0
6093,0,,330602,1,27,,,,0,,0,,100000,100000,0,0,0,20000,0,2,2,0,0,0,0,0,0,0,0,0,0
6094,0,1,330621,1,30,99,90,1,0,9,9,51,100000,100000,0,0,0,8000,0,2,2,2,0,2,1,0,0,0,0,0,0
6095,0,1,330602,1,37,10,21,,68627,9,0,,60000,100000,0,0,71.4,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,0,,330602,0,24,,,,0,,0,,50000,100000,0,0,0.97,10000,0,5,4,3,1202,8,3,0,0,0,0,0,0
6097,0,,330621,0,42,,,,0,,,,0,100000,0,0,0,20000,0,10,7,1,100,1,1,0,0,0,0,0,0
6098,0,,330621,0,42,,,,0,,9,,50000,100000,26586.09,0,39462.04,10000,0,7,5,3,1419,4,1,0,0,0,0,0,0
6099,0,1,330621,1,37,20,21,,0,,,,120000,100000,0,0,50.75,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,0,,339005,1,35,,,,0,,0,,60000,100000,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,0,1,330621,1,33,10,21,1,0,9,9,91,120000,100000,0,0,49.1,20000,852269.01,0,0,0,0,0,0,0,0,0,0,0,0
6102,0,1,330621,1,42,40,21,1,68632,2,0,,70000,100000,141538.2,0,4973.17,5000,280000,13,7,0,0,0,0,9,5,0,0,0,0
6103,0,,330323,0,60,,,,0,,,,0,100000,0,0,433.77,10000,0,4,3,1,0,1,1,0,0,0,0,0,0
6104,0,,330621,1,26,,,,0,,0,,60000,100000,0,0,0,10000,0,9,5,0,0,0,0,0,0,0,0,0,0
6105,0,,330621,1,47,,,,0,,,,40000,100000,184417.8,0,74561.95,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,0,1,330121,1,49,20,61,1,68624,3,2,17,100000,100000,0,0,700.77,20000,1500000,12,6,1,167,5,1,1,1,0,0,0,0
6107,0,,330621,1,34,,9,,0,,2,,250000,100000,0,0,192.84,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,0,,330602,1,36,,,,0,,0,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6109,0,1,330621,1,35,20,71,,0,,2,,200000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,0,1,330621,0,30,99,90,1,0,,0,,100000,100000,0,0,0,15000,0,6,4,3,280,2,1,0,0,0,0,0,0
6111,0,,330621,1,39,,,,0,,,,60000,100000,0,0,12035.87,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,0,1,330623,0,35,20,21,1,0,9,1,,100000,100000,0,0,12.14,15000,480133.35,9,6,5,3942,18,2,2,2,0,0,0,0
6113,0,1,330621,1,24,10,90,1,0,,0,,100000,100000,0,0,0.09,6000,0,0,0,0,0,0,0,0,0,0,0,0,0
6114,0,,330621,1,28,,,,0,,,,60000,100000,0,0,0.06,10000,0,2,1,1,0,2,2,0,0,0,0,0,0
6115,0,1,330621,0,35,40,61,1,0,0,0,,200000,100000,0,0,0.85,10000,150000,4,4,0,0,0,0,0,0,0,0,0,0
6116,0,1,330621,1,39,20,61,1,0,9,9,51,180000,100000,0,0,71828.25,30000,0,4,3,1,26,2,1,0,0,0,0,0,0
6117,0,1,330621,1,35,20,71,1,0,9,9,54,50000,100000,0,0,6126.8,10000,285833.48,0,0,0,0,0,0,0,0,0,0,0,0
6118,0,,330621,0,25,10,71,1,0,,0,82,25000,100000,38252.53,0,3659.17,8000,9062.69,6,4,0,0,0,0,4,4,0,0,0,0
6119,0,,330602,0,36,,,,0,,,,0,100000,242065.43,0,433936.83,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,0,1,330621,0,44,20,71,1,0,,1,17,200000,100000,0,0,965.27,20000,0,5,4,0,0,0,0,2,2,0,0,0,0
6121,0,1,330621,1,32,20,71,1,0,,,72,40000,100000,0,0,0,15000,0,9,4,0,0,0,0,0,0,0,0,0,0
6122,0,1,330621,1,37,20,21,,68628,2,0,,100000,100000,114461.9,0,470.23,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
6123,0,,330621,0,38,,,,0,,,,0,100000,300,0,303.1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6124,0,1,330881,0,33,20,31,1,0,9,0,83,50000,100000,82804.11,0,30357.06,5000,41752.66,1,1,0,0,0,0,1,1,0,0,0,0
6125,0,1,330621,1,29,10,21,5,0,0,0,17,70000,100000,0,0,151.36,10000,684649.97,10,9,2,3377,4,1,7,5,0,0,0,0
6126,0,1,330621,0,36,20,71,8,0,9,9,,60000,100000,0,0,49.61,5000,0,6,6,1,375,1,1,0,0,0,0,0,0
6127,0,,330621,0,24,,,,0,,0,,20000,100000,0,0,51.06,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6128,0,1,413026,1,46,20,71,1,68618,9,0,,200000,100000,0,0,50795.7,20000,400000,1,1,1,813,2,1,1,1,0,0,0,0
6129,0,1,330621,0,26,99,90,1,0,,0,,60000,100000,0,0,0.54,10000,0,6,5,2,0,2,1,0,0,0,0,0,0
6130,0,,330222,0,40,,,,0,,2,,100000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6131,0,,330602,1,36,,,,0,,0,,120000,100000,73395.17,0,407.23,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6132,0,1,330621,0,47,20,61,1,68625,0,0,18,230000,100000,0,0,0,20000,0,6,5,1,0,1,1,1,1,1,1,2,2
6133,0,,330621,0,28,,,,0,,0,,80000,100000,0,0,98.92,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6134,0,90,330327,1,28,10,21,4,0,9,9,54,100000,100000,0,0,2.32,15000,66573.18,0,0,0,0,0,0,0,0,0,0,0,0
6135,0,,510722,1,36,,,,0,,0,,80000,100000,0,0,3.59,3000,0,0,0,0,0,0,0,1,1,0,0,0,0
6136,0,1,362323,0,39,20,71,1,0,,9,,100000,100000,0,0,6442.2,15000,0,9,6,2,100,2,1,0,0,0,0,0,0
6137,0,1,330621,0,41,20,31,1,68628,9,0,80,130000,100000,130503.37,0,66094.81,20000,0,10,7,0,0,0,0,0,0,0,0,0,0
6138,0,90,342523,1,30,20,71,5,0,,9,81,120000,100000,0,0,15785.68,5000,74264.09,6,4,0,0,0,0,3,3,0,0,0,0
6139,0,,330624,0,38,,,,0,,2,,300000,100000,0,0,72.92,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
6140,0,,330621,1,33,,,,0,,,,0,100000,0,0,4365.27,20000,0,5,3,1,227,1,1,0,0,0,0,0,0
6141,0,,330621,1,26,,,,0,,0,,70000,100000,0,0,0,20000,0,3,2,0,0,0,0,1,1,0,0,0,0
6142,0,1,330621,1,26,10,90,1,0,0,1,1,150000,100000,0,0,0.03,8000,0,2,2,1,0,1,1,1,1,0,0,0,0
6143,0,,330621,1,29,,,,0,,1,,150000,100000,0,0,0.29,20000,0,3,2,1,35,1,1,1,1,0,0,0,0
6144,0,,330621,1,49,,,,0,,,,50000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6145,1,1,330621,1,36,20,21,1,0,9,9,,150000,100000,0,0,234.62,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,0,,330621,1,25,,,,0,,9,,80000,100000,0,0,10.41,5000,0,1,1,0,0,0,0,1,1,0,0,0,0
6147,0,1,330621,1,45,20,71,,0,,0,,100000,100000,1285,0,489.97,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6148,0,,330621,0,24,,,,0,,0,,100000,100000,4217.4,0,0.24,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
6149,0,1,330621,1,24,10,61,8,0,9,9,51,40000,100000,0,0,1782.82,10000,0,2,2,1,0,1,1,1,1,0,0,0,0
6150,0,,330621,0,25,,,,0,,0,,200000,100000,0,0,1.96,20000,0,5,3,2,0,2,1,0,0,0,0,0,0
6151,0,,330625,1,54,,,,0,,0,,100000,100000,0,0,115568.19,20000,0,6,5,2,20,3,1,1,1,0,0,0,0
6152,0,90,330621,1,42,99,71,1,0,,0,69,70000,100000,0,0,56.46,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
6153,0,,330621,1,40,,90,,0,,,,50000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
6154,0,90,330621,0,36,20,61,1,0,,,17,40000,100000,0,0,149366.73,10000,0,4,3,1,74,5,2,0,0,0,0,0,0
6155,0,1,330621,1,29,99,21,1,0,,2,52,200000,100000,0,0,127.82,20000,0,3,2,0,0,0,0,0,0,0,0,0,0
6156,0,1,330621,1,44,20,71,1,0,,0,,50000,100000,0,0,1918.78,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
6157,0,,330621,1,41,,,,0,,2,,300000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,0,1,330621,1,24,10,41,2,0,9,2,51,120000,100000,0,0,3.95,10000,0,7,6,0,0,0,0,8,5,0,0,0,0
6159,0,1,330621,1,32,10,21,1,0,9,9,17,120000,100000,0,0,871.4,20000,218696.85,8,6,0,0,0,0,1,1,0,0,0,0
6160,0,1,330621,0,27,10,31,5,0,9,0,,60000,100000,0,0,4.13,5000,367269.15,0,0,0,0,0,0,0,0,0,0,0,0
