Cust_No,Target,Nation,Birth_Place,Gender,Age,Marriage_State,Highest Education,House_State,Work_Years,Title,Duty,Industry,Year_Income,Couple_Year_Income,L12_Month_Pay_Amount,Couple_L12_Month_Pay_Amount,Ast_Curr_Bal,Std_Cred_Limit,Loan_Curr_Bal,ZX_Max_Account_Number,ZX_Max_Link_Banks,ZX_Max_Overdue_Account,ZX_Link_Max_Overdue_Amount,ZX_Total_Overdu_Months,ZX_Max_Overdue_Duration,ZX_Max_Credits,ZX_Max_Credit_Banks,ZX_Max_Overdue_Credits,ZX_Credit_Max_Overdu_Amount,ZX_Credit_Total_Overdue_Months,ZX_Credit_Max_Overdue_Duration
3569,0,90,330621,1,48,99,71,1,0,,0,50,150000,0,0,0,109.67,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,0,1,420325,1,41,20,61,1,0,9,9,17,200000,100000,0,0,11817.45,20000,300000,4,3,1,1,1,1,1,1,0,0,0,0
3572,0,1,330621,1,53,20,61,1,0,0,9,95,100000,40000,1900,0,4226.3,20000,800000,3,2,1,138,6,1,2,2,0,0,0,0
3574,0,90,330621,1,49,99,61,1,0,0,0,51,250000,250000,352,0,60441.49,5000,150000,6,4,1,0,1,1,1,1,0,0,0,0
3575,0,,330621,0,38,,,,0,,0,,150000,200000,300,0,705.97,20000,0,5,4,0,0,0,0,0,0,0,0,0,0
3576,0,1,330621,1,55,20,31,1,0,9,9,52,100000,50000,8602,0,11636.44,5000,1000000,2,2,0,0,0,0,1,1,0,0,0,0
3579,0,,330621,0,36,,71,,0,,2,,150000,200000,0,0,20068.07,10000,0,3,3,0,0,0,0,0,0,0,0,0,0
3582,0,1,330621,1,45,20,71,1,68620,9,9,,500000,200000,0,0,645.01,20000,260000,7,5,2,0,5,1,6,5,3,3391,5,1
3583,0,1,330621,1,42,20,21,1,0,9,9,51,300000,10,0,0,603.36,10000,600000,8,5,2,3299,4,1,2,2,0,0,0,0
3584,0,1,330621,1,39,20,21,1,68628,9,1,1,200000,100000,0,0,337.1,30000,940000,14,9,7,18414,18,1,3,3,3,299475,6,1
3586,0,1,420984,1,51,20,71,1,0,0,1,51,500000,50,0,0,1232.81,20000,900000,6,5,0,0,0,0,3,3,1,1979,9,1
3587,0,1,330623,1,38,20,61,1,0,9,9,,100000,120000,0,0,0,10000,0,15,9,5,61852,10,7,2,2,1,42554,12,7
3588,0,1,330621,1,32,20,61,1,0,0,0,18,120000,50000,0,0,58.23,8000,0,4,4,1,0,2,1,1,1,0,0,0,0
3590,0,1,330621,1,49,20,61,1,0,9,9,51,120000,40000,0,0,3514.31,20000,1000000,5,4,3,642,6,2,1,1,0,0,0,0
3591,0,90,330621,1,27,20,71,1,0,,0,,40000,36000,33310,0,15.69,2000,21039.01,5,4,2,20,3,1,2,2,0,0,0,0
3593,0,1,330621,1,25,10,9,1,0,9,0,52,60000,100000,0,0,0.79,8000,12384.04,9,7,0,0,0,0,0,0,0,0,0,0
3594,0,1,330621,1,28,10,21,1,0,9,2,51,500000,100000,0,0,11.33,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,0,,330621,1,21,,,,0,,0,,50000,100000,0,0,0,6000,0,2,1,0,0,0,0,1,1,0,0,0,0
3596,0,1,330602,0,61,20,71,1,68627,9,1,18,80000,100000,0,0,476.84,5000,119797.24,12,6,3,3132,9,3,2,2,0,0,0,0
3597,0,1,330602,0,51,40,41,1,68616,0,0,,50000,100000,0,0,230.3,5000,499688.21,6,5,6,13299,19,7,1,1,1,214,1,1
3598,0,,330602,0,42,,,,0,,9,,100000,100000,0,0,0,15000,0,6,4,4,67,5,1,0,0,0,0,0,0
3599,0,,330621,1,29,,,,0,,2,,150000,100000,0,0,0,15000,0,7,6,0,0,0,0,3,2,0,0,0,0
3600,0,90,330621,0,46,20,71,1,0,,0,51,300000,100000,0,0,14550.53,20000,0,3,3,0,0,0,0,1,1,1,13323,3,1
3601,0,1,330621,0,25,10,41,7,0,,0,51,252300,100000,0,0,43.43,10000,16115.96,7,5,3,967,4,1,1,1,0,0,0,0
3602,0,1,330621,1,32,10,61,,0,,0,,100000,100000,0,0,930.56,15000,0,3,2,0,0,0,0,0,0,0,0,0,0
3603,0,1,330621,1,54,20,71,,0,,0,,200000,100000,0,0,865.14,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,90,330621,0,27,99,9,,0,,9,,100000,100000,0,0,26.02,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,90,330621,1,47,99,71,1,0,,0,1,80000,100000,0,0,4882.93,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,0,1,330621,1,41,20,61,1,0,9,9,72,500000,100000,0,0,0,20000,0,18,4,6,418,12,2,0,0,0,0,0,0
3607,0,1,330621,0,30,99,90,1,0,,9,,80000,100000,0,0,7097.27,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,0,,330621,0,36,,,,0,,2,,200000,100000,0,0,65157.37,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,0,,330621,1,41,,,,0,,,,150000,100000,0,0,211.99,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,0,,330621,1,26,,,,0,,0,,100000,100000,0,0,5.87,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,0,1,330621,1,37,99,71,1,68626,,9,1,100000,100000,0,0,7111.55,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,0,,330282,0,27,,,,0,,0,,60000,100000,0,0,7.27,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,0,1,330621,1,30,99,90,1,0,,,,0,100000,0,0,0.56,10000,0,6,5,2,3154,2,1,1,1,0,0,0,0
3614,0,1,330621,0,27,99,90,1,0,,,,4,100000,0,0,4.39,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,0,,341221,1,26,,,,0,,,,0,100000,0,0,29435.67,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,0,,330621,1,27,,,,0,,0,,100000,100000,0,0,7.98,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,0,1,330621,0,27,10,21,1,0,9,9,72,28000,100000,0,0,85.31,5000,0,3,2,0,0,0,0,0,0,0,0,0,0
3618,0,1,330621,1,26,10,61,1,0,0,2,17,200000,100000,0,0,520.41,20000,0,8,6,1,0,1,1,1,1,0,0,0,0
3619,0,,330602,1,26,,,,0,,2,,200000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,0,1,330621,1,29,10,21,,0,,0,,50000,100000,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,0,,330621,0,27,,,,0,,0,,60000,100000,0,0,0,10000,0,7,5,3,0,5,2,0,0,0,0,0,0
3622,0,,330621,1,29,,,,0,,0,,80000,100000,0,0,21.87,10000,0,4,3,0,0,0,0,1,1,0,0,0,0
3623,0,,330621,1,27,,,,0,,2,,100000,100000,0,0,21.58,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,0,,412724,1,38,,,,0,,9,,100000,100000,0,0,39.13,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3625,0,1,330621,0,29,20,61,,68625,9,0,,30000,100000,0,0,70.66,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,0,,330621,1,28,,,,0,,0,,80000,100000,0,0,42.19,20000,0,1,1,0,0,0,0,0,0,0,0,0,0
3627,0,,330621,1,32,,,,0,,0,,100000,100000,0,0,0,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3628,0,,330621,1,48,,,,0,,,,0,100000,0,0,196.91,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,0,1,330621,1,29,99,90,1,0,,,,15,100000,0,0,119.96,8000,0,0,0,0,0,0,0,1,1,0,0,0,0
3630,0,,330621,1,28,,,,0,,1,,150000,100000,0,0,1.6,10000,0,3,3,0,0,0,0,2,2,0,0,0,0
3631,0,,510824,1,26,,,,0,,9,,60000,100000,0,0,0.41,1000,0,4,3,0,0,0,0,0,0,0,0,0,0
3632,0,90,330621,1,54,99,71,1,0,,,1,150000,100000,0,0,1246.63,10000,0,1,1,1,1065,2,1,0,0,0,0,0,0
3633,0,1,330621,1,35,20,31,1,0,,1,,200000,100000,0,0,102.22,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,0,1,330621,1,46,40,71,1,68623,9,9,48,300000,100000,0,0,82.7,20000,0,21,11,4,1971,4,1,1,1,0,0,0,0
3635,0,90,330621,1,33,20,71,7,0,,,50,200000,100000,0,0,6.38,10000,0,11,9,3,778,6,1,1,1,0,0,0,0
3636,0,1,330621,1,25,10,31,3,0,,0,,80000,100000,0,0,0,10000,0,8,6,0,0,0,0,1,1,0,0,0,0
3637,0,90,330621,1,31,99,90,,0,,9,,0,100000,0,0,16802.65,10000,0,4,3,4,4044,9,2,0,0,0,0,0,0
3638,0,,330621,0,26,,,,0,,0,,40000,100000,0,0,8.29,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,0,,330621,1,39,99,71,1,0,,9,5,200000,100000,0,0,94.55,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,0,1,330621,1,29,20,21,1,0,9,9,79,60000,100000,0,0,45.36,5000,0,7,6,2,930,12,3,10,3,0,0,0,0
3641,0,1,340822,1,31,10,71,2,0,,2,17,1000000,100000,0,0,9.94,10000,300000,1,1,0,0,0,0,4,3,0,0,0,0
3642,1,1,330621,1,33,99,90,,0,,,,0,100000,0,0,58.75,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,0,1,330621,1,29,99,21,1,0,9,9,,100000,100000,0,0,51.63,10000,0,9,8,0,0,0,0,0,0,0,0,0,0
3644,0,,330621,1,30,,,,0,,1,,500000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,0,1,330621,0,40,99,90,1,0,,0,,50000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,0,1,330824,0,35,99,9,1,0,,0,,150000,100000,0,0,128.84,8000,0,1,1,0,0,0,0,2,2,0,0,0,0
3647,0,1,330621,1,47,20,71,1,0,9,1,1,200000,100000,0,0,387.45,20000,300000,5,4,3,19,4,1,1,1,1,804,0,0
3648,0,90,330621,1,30,99,90,1,0,,9,,50000,100000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,0,1,330621,1,51,20,71,1,68629,9,9,51,42000,100000,0,0,321.92,30000,0,10,7,5,151993,7,1,3,2,1,419,0,0
3650,0,1,330621,1,30,99,9,1,0,,9,,70000,100000,0,0,69.5,20000,0,16,6,0,0,0,0,1,1,0,0,0,0
3651,0,1,330621,1,32,99,9,1,0,,0,,70000,100000,600,0,754.39,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,0,,330323,0,41,,,,0,,2,,1000000,100000,0,0,0.1,3500,0,5,4,0,0,0,0,0,0,0,0,0,0
3653,0,,330602,1,27,,,,0,,0,,50000,100000,0,0,52.5,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,0,,330127,0,42,,,,0,,2,,500000,100000,0,0,0,20000,0,7,4,2,308,2,1,0,0,0,0,0,0
3655,0,,330621,0,44,,,,0,,,,30000,100000,0,0,0,10000,0,5,4,1,172,4,1,0,0,0,0,0,0
3656,0,,330681,0,37,,,,0,,0,,200000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,0,1,330602,1,23,10,41,1,0,9,9,62,80000,100000,0,0,48.84,8000,16248.78,6,5,0,0,0,0,1,1,0,0,0,0
3658,0,,330602,1,42,,,,0,,1,,200000,100000,600,0,914.86,20000,0,5,2,2,0,3,1,0,0,0,0,0,0
3659,0,,330621,0,30,,,,0,,0,,50000,100000,0,0,0,20000,0,5,4,2,1811,9,2,0,0,0,0,0,0
3660,0,,340123,0,28,,,,0,,9,,200000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,0,,330621,1,31,,,,0,,0,,70000,100000,94855.93,0,1800.24,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,0,1,330621,1,29,10,21,1,0,9,9,18,50000,100000,0,0,0.36,10000,0,2,2,1,0,6,3,0,0,0,0,0,0
3663,0,,330621,1,52,,,,0,,,,0,100000,0,0,28.76,50000,0,3,2,3,3022,2,1,0,0,2,29323,0,0
3664,0,1,330382,1,31,20,31,1,0,9,9,17,200000,100000,0,0,271.73,10000,572944.66,0,0,0,0,0,0,0,0,0,0,0,0
3665,0,1,340827,0,43,40,81,1,0,9,1,72,200000,100000,0,0,90781.27,15000,900000,3,3,0,0,0,0,2,1,0,0,0,0
3666,0,1,330621,1,51,99,71,,0,,2,,500000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3667,0,1,372522,1,39,20,71,2,0,9,9,17,300000,100000,0,0,6.51,20000,179337.56,6,4,2,1525,2,1,3,3,1,2082,2,1
3668,0,,330621,1,39,,,,0,,2,,300000,100000,0,0,9577.81,50000,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,0,,330621,1,47,,,,0,,1,,400000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,0,1,330621,1,27,10,61,1,0,9,9,17,200000,100000,0,0,59.29,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,0,1,330621,1,28,99,9,1,0,,0,,60000,100000,0,0,25016.65,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3672,0,,330621,0,32,,,,0,,0,,120000,100000,0,0,917.51,8000,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,0,1,330621,1,32,10,31,1,0,,0,,80000,100000,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0
3674,0,,330621,1,26,,,,0,,,,0,100000,0,0,0,7000,0,3,2,2,47,3,2,0,0,0,0,0,0
3675,0,,330621,1,29,,,,0,,,,0,100000,0,0,0,10000,0,10,6,0,0,0,0,1,1,0,0,0,0
3676,0,,330621,1,27,,,,0,,1,,300000,100000,0,0,67878.43,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
3677,0,1,330621,1,40,20,61,,68628,2,0,,80000,100000,96639.99,0,8015.96,5000,0,4,2,0,0,0,0,5,1,1,1147,11,1
3678,0,,412725,1,29,,,,0,,,,0,100000,0,0,350.07,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,0,1,330621,1,26,99,9,1,0,,0,,100000,100000,0,0,0,8000,0,2,1,0,0,0,0,0,0,0,0,0,0
3680,0,1,330621,1,29,99,90,1,0,,0,,50000,100000,0,0,26.32,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3681,0,1,330624,0,32,20,21,1,0,3,0,82,150000,100000,0,0,46.33,20000,775000,5,4,2,653,10,1,3,2,0,0,0,0
3682,0,,330681,1,32,,,,0,,0,,100000,100000,0,0,20.1,24000,0,2,1,0,0,0,0,1,1,0,0,0,0
3683,1,1,330621,1,32,99,90,1,0,,,,0,100000,0,0,28.52,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,0,1,330621,1,32,99,41,1,68621,9,0,54,100000,100000,0,0,197.66,10000,239999.88,3,2,0,0,0,0,1,1,0,0,0,0
3685,0,,330682,1,23,,,,0,,0,,50000,100000,15060,0,0.52,3000,0,5,3,0,0,0,0,5,5,0,0,0,0
3686,0,1,330182,1,40,20,61,,68628,9,0,,50000,100000,0,0,67.46,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,0,90,330621,1,39,10,71,1,0,,0,1,50000,100000,0,0,0.8,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,0,,330621,0,27,,,,0,,0,,100000,100000,0,0,0,10000,0,2,2,0,0,0,0,0,0,0,0,0,0
3689,0,1,330621,1,28,99,9,1,0,,2,,200000,100000,600,0,2956.22,8000,0,6,4,2,0,2,1,1,1,1,1417,2,1
3690,0,1,330621,0,27,10,61,1,0,9,9,52,200000,100000,0,0,21820.19,10000,0,4,4,0,0,0,0,0,0,0,0,0,0
3691,0,,330681,1,36,,,,0,,2,,100000,100000,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,0,,330621,1,26,,,,0,,0,,130000,100000,0,0,20000.52,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3693,0,1,330621,0,32,10,9,,68626,,0,,30000,100000,0,0,80153.23,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,0,1,330621,1,38,20,41,1,68628,9,0,,60000,100000,0,0,441.59,10000,0,6,4,3,2543,38,2,1,1,0,0,0,0
3695,0,,330621,1,29,,,,0,,1,,80000,100000,0,0,0.48,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,0,,330621,1,54,,,,0,,,,0,100000,0,0,4762.4,300000,0,5,3,1,0,1,1,0,0,1,10613,0,0
3697,0,,513022,0,47,,,,0,,,,0,100000,7655.9,0,7.48,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3698,0,1,330621,0,28,99,90,1,0,,0,,80000,100000,0,0,97360.09,10000,0,5,4,0,0,0,0,0,0,0,0,0,0
3699,0,1,330621,1,49,20,81,1,0,,0,,100000,100000,0,0,10286.12,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,0,90,330602,0,47,20,21,1,0,,0,82,80000,100000,0,0,25069.25,20000,0,1,1,0,0,0,0,1,1,0,0,0,0
3701,0,1,330621,1,50,20,71,,0,,0,,60000,100000,0,0,641.28,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,0,,330621,1,29,10,21,1,0,,1,,80000,100000,0,0,98.97,5000,80000,2,2,1,303,12,1,2,1,0,0,0,0
3703,0,1,330602,1,50,20,61,,68646,,0,,60000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,0,1,330621,1,26,99,90,1,0,,,1,80000,100000,0,0,0.5,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,0,1,330681,0,32,10,21,1,0,9,9,66,120000,100000,0,0,3.43,30000,0,36,19,1,0,1,1,5,5,1,2320,7,1
3706,0,,411023,1,53,,,,0,,1,,400000,100000,0,0,8170.52,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,0,,330621,1,26,,,,0,,0,,50000,100000,0,0,271.93,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,0,,330602,1,35,,,,0,,9,,55000,100000,0,0,181.08,5000,0,9,6,1,556,6,1,0,0,0,0,0,0
3709,0,,330281,1,28,,,,0,,,,0,100000,0,0,467.83,12000,0,1,1,0,0,0,0,0,0,0,0,0,0
3710,0,,330621,0,29,,,,0,,0,,100000,100000,0,0,34795.36,20000,0,2,2,0,0,0,0,1,1,1,0,2,1
3711,0,1,330621,1,28,10,90,1,0,9,9,17,160000,100000,0,0,0,10000,0,4,3,3,1022,4,1,1,1,0,0,0,0
3712,0,1,330621,1,43,20,41,1,0,0,1,17,70000,100000,0,0,16427.94,5000,0,6,5,1,690,5,1,1,1,0,0,0,0
3713,0,1,330621,1,24,99,9,1,0,,0,,60000,100000,0,0,11422.09,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3714,0,,330621,0,32,,,,0,,0,,60000,100000,0,0,68.71,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3715,0,,330602,0,33,,,,0,,0,,100000,100000,0,0,90.64,10000,0,3,2,0,0,0,0,0,0,0,0,0,0
3716,0,,330621,1,26,,,,0,,0,,50000,100000,0,0,0,5000,0,2,1,0,0,0,0,0,0,0,0,0,0
3717,0,,330621,1,30,,,,0,,0,,80000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,0,,330621,1,24,,,,0,,0,,40000,100000,0,0,0,5000,0,1,1,1,0,1,1,0,0,0,0,0,0
3719,0,,330621,1,43,,,,0,,,,0,100000,600,0,415.2,30000,0,12,8,3,8871,30,1,1,1,0,0,0,0
3720,0,1,330621,1,45,99,71,1,0,,9,,250000,100000,0,0,788.73,10000,0,1,1,1,5,1,1,0,0,0,0,0,0
3721,0,90,330621,1,31,20,31,3,0,,9,52,80000,100000,0,0,4,5000,0,3,2,2,0,6,1,0,0,0,0,0,0
3722,0,1,330623,1,41,20,71,,68628,9,2,,1000000,100000,0,0,60.81,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,0,90,330621,0,26,99,71,1,0,,1,1,160000,100000,0,0,5.33,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3724,0,1,330621,0,53,99,9,1,0,,2,,500000,100000,20387.6,0,1260.27,100,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,0,,330621,1,30,,,,0,,2,,100000,100000,0,0,24.54,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3726,0,1,330621,0,36,10,21,1,0,9,1,52,200000,100000,0,0,650.72,10000,0,11,7,7,7275,21,3,8,3,1,95,1,1
3727,0,1,330621,1,30,99,9,1,0,,0,,40000,100000,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,0,,330602,1,44,,,,0,,2,,100000,100000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,0,,330621,1,32,,,,0,,2,,70000,100000,0,0,0,20000,0,4,3,0,0,0,0,0,0,0,0,0,0
3730,0,1,330621,1,44,20,71,1,0,,9,84,50000,100000,0,0,6.58,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,0,,330621,1,55,,,,0,,,,0,100000,132888.4,0,23858.62,100,0,4,3,3,943,13,1,3,2,0,0,0,0
3732,0,,430721,1,39,,,,0,,2,,200000,100000,0,0,844.57,20000,0,2,2,0,0,0,0,1,1,0,0,0,0
3733,0,,350583,0,37,,,,0,,0,,150000,100000,0,0,0.56,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,0,1,362502,1,30,20,71,1,0,9,9,51,300000,100000,0,0,2411.46,20000,50000,10,8,1,0,1,1,7,6,0,0,0,0
3735,0,,352231,1,27,,,,0,,2,,150000,100000,3563.6,0,8.58,2000,0,0,0,0,0,0,0,3,3,0,0,0,0
3736,0,90,330621,1,41,99,71,1,0,,0,52,50000,100000,0,0,12130.34,15000,0,7,5,0,0,0,0,0,0,0,0,0,0
3737,0,90,330621,1,28,10,47,1,0,9,9,47,120000,100000,0,0,0,5000,0,3,2,2,231,4,2,0,0,0,0,0,0
3738,0,1,330621,1,47,20,71,,0,,,,7,100000,0,0,902.48,2000,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,0,1,330621,1,29,10,21,1,0,9,9,52,200000,100000,0,0,0.77,5000,0,3,2,2,682,14,2,1,1,0,0,0,0
3740,0,,330602,1,34,,,,0,,0,,70000,100000,0,0,79.88,10000,0,5,3,1,2500,1,1,0,0,0,0,0,0
3741,0,,330602,1,50,,,,0,,1,,600000,100000,0,0,0,20000,0,12,9,2,3406,4,1,5,5,1,4351,1,1
3742,0,,511023,0,45,,,,0,,9,,200000,100000,0,0,0,20000,0,8,5,0,0,0,0,1,1,0,0,0,0
3743,0,90,320121,1,39,20,71,1,0,,1,,180000,100000,0,0,743.73,20000,200000,15,9,3,1402,4,1,2,1,1,0,1,1
3744,0,1,411282,1,32,20,31,5,0,9,9,40,150000,100000,0,0,705.62,20000,4679.65,0,0,0,0,0,0,0,0,0,0,0,0
3745,0,1,330621,1,29,99,9,1,0,,2,,150000,100000,0,0,0.4,20000,0,5,3,0,0,0,0,0,0,0,0,0,0
3746,0,,430923,0,32,,,,0,,0,,50000,100000,0,0,2000,10000,0,1,1,0,0,0,0,0,0,0,0,0,0
3747,0,,330621,0,28,20,71,1,0,,,,120000,100000,0,0,54.5,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,0,1,330621,1,31,99,90,1,0,,0,,100000,100000,0,0,1.05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,0,90,330621,1,47,99,71,1,0,,0,18,80000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,0,1,330621,1,36,99,31,1,0,,,41,60000,100000,103365.98,0,613.85,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,0,,330621,0,29,,,,0,,9,,200000,100000,0,0,135.98,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,0,1,330621,1,30,20,21,1,0,9,9,66,100000,100000,131820.14,0,1733.35,40000,0,8,5,1,770,4,1,2,1,0,0,0,0
3753,0,90,330621,1,37,20,71,1,0,,9,51,600000,100000,0,0,77675,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3754,0,1,330621,1,40,20,31,1,0,9,1,52,200000,100000,0,0,74.37,10000,0,9,6,6,23028,14,7,25,4,3,806247,5,3
3755,0,,430921,0,28,,,,0,,1,,200000,100000,0,0,4.37,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3756,0,1,330621,1,28,10,61,1,0,9,0,51,70000,100000,0,0,21.82,10000,2674.31,10,8,0,0,0,0,1,1,0,0,0,0
3757,0,,330621,0,29,20,71,1,0,,9,41,500000,100000,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0
3758,0,1,330621,0,31,99,9,1,0,,,51,150000,100000,0,0,119004.49,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3759,0,,330621,1,26,10,21,1,0,,0,69,100000,100000,118777.23,0,10255.22,20000,0,4,4,0,0,0,0,2,2,0,0,0,0
3760,0,1,330621,1,39,99,71,1,68628,2,2,83,120000,100000,137060.39,0,112.32,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,0,1,330621,1,51,10,21,1,0,9,,50,500000,100000,0,0,276.92,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,0,1,330621,1,30,20,61,1,0,,,,200000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3763,0,1,330621,1,43,20,90,1,0,9,0,51,100000,100000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,0,1,330621,1,28,99,9,1,0,,,,0,100000,0,0,0.72,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3765,0,,330621,1,50,,,,0,,,,0,100000,0,0,314.63,10000,0,13,4,2,2280,4,1,1,1,0,0,0,0
3766,0,,330621,1,28,,,,0,,,,60000,100000,0,0,1725.43,5000,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,0,1,330621,1,31,99,90,1,0,,0,,50000,100000,0,0,3372.33,5000,0,1,1,0,0,0,0,0,0,0,0,0,0
3768,0,,330621,1,29,,,,0,,,,0,100000,0,0,206,13000,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,0,1,330682,1,40,20,21,1,0,9,1,5,200000,100000,0,0,1942.36,10000,1100000,3,3,0,0,0,0,6,5,0,0,0,0
3770,0,1,330621,1,46,20,71,,0,,9,,200000,100000,6040,0,466.4,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3771,0,1,330621,0,27,99,90,1,0,,9,,60000,100000,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3772,0,,330621,1,30,,61,,0,,2,,100000,100000,0,0,55.68,10000,0,4,4,4,6314,33,3,0,0,0,0,0,0
3773,0,1,330621,1,45,20,71,1,0,,,82,150000,100000,0,0,100.15,15000,0,5,3,1,0,1,1,2,1,0,0,0,0
3774,0,1,330621,1,32,20,31,1,0,9,1,52,100000,100000,0,0,149.03,15000,0,5,4,2,80,4,3,0,0,0,0,0,0
3775,0,1,330602,0,57,20,21,1,0,9,1,51,200000,100000,0,0,298.97,6000,0,4,3,1,0,1,1,2,1,1,99,1,1
3776,0,,522725,1,27,,,,0,,9,,70000,100000,0,0,318,10000,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,0,90,330621,1,44,20,71,1,0,,1,1,120000,100000,0,0,156.05,20000,0,0,0,0,0,0,0,0,0,0,0,0,0
